pasaj_id,span_no,banka,etiket,yakalanan,normal_deger,guven,baglam,ONAY_E_H,DUZELTILMIS_ETIKET,NOT
hayat_finans-8230fc99e9e5-p005,0,hayat_finans,KAR_PAYLASIM_ORANI,%99,"{""musteri"": 99.0, ""banka"": 1.0, ""birim"": ""yuzde""}",0.88,t hesaplara göre daha yüksek bir oranla başlar ilk açılışta ⟪%99⟫ kâr paylaşım oranı avantajı sunar.,,,
hayat_finans-8230fc99e9e5-p009,0,hayat_finans,KAR_PAYLASIM_ORANI,%99,"{""musteri"": 99.0, ""banka"": 1.0, ""birim"": ""yuzde""}",0.88,"Herkes başlangıçta Altın derecesi avantajıyla başlar ve ⟪%99⟫ oranında kâr paylaşım oranı elde eder. Ürün kullanımınıza,",,,
hayat_finans-8230fc99e9e5-p010,0,hayat_finans,KAR_PAYLASIM_ORANI,%99,"{""musteri"": 99.0, ""banka"": 1.0, ""birim"": ""yuzde""}",0.88,Altın Derecesi: ⟪%99⟫ kâr paylaşım oranı* Gümüş Derecesi:,,,
hayat_finans-8230fc99e9e5-p011,0,hayat_finans,KAR_PAYLASIM_ORANI,%95,"{""musteri"": 95.0, ""banka"": 5.0, ""birim"": ""yuzde""}",0.88,⟪%95⟫ kâr paylaşım oranı* Bronz Derecesi: %90 kâr paylaşım oranı*,,,
hayat_finans-8230fc99e9e5-p011,1,hayat_finans,KAR_PAYLASIM_ORANI,%90,"{""musteri"": 90.0, ""banka"": 10.0, ""birim"": ""yuzde""}",0.88,%95 kâr paylaşım oranı* Bronz Derecesi: ⟪%90⟫ kâr paylaşım oranı*,,,
hayat_finans-8230fc99e9e5-p012,0,hayat_finans,KAMPANYA_SURESI,08.10.2026,"{""tarih"": ""2026-10-08""}",0.82,"Fiyatlama kampanya bitiş tarihi ⟪08.10.2026⟫ olup, Hayat Finans kampanya süresi boyunca şartları değişti",,,
hayat_finans-8230fc99e9e5-p014,0,hayat_finans,KAR_PAYLASIM_ORANI,%99,"{""musteri"": 99.0, ""banka"": 1.0, ""birim"": ""yuzde""}",0.88,Altın derecesi avantajıyla başlar ve ⟪%99⟫ oranında kâr paylaşım oranı elde eder.,,,
hayat_finans-8230fc99e9e5-p028,0,hayat_finans,KAR_PAYLASIM_ORANI,%99,"{""musteri"": 99.0, ""banka"": 1.0, ""birim"": ""yuzde""}",0.88,'ta herkes başlangıçta Altın derecesi avantajıyla başlar ve ⟪%99⟫ kâr paylaşım oranı alır. Hesabınızı aktif tutarak dereceniz,,,
hayat_finans-8230fc99e9e5-p035,0,hayat_finans,FINANSMAN_TUTARI,19.999 TL,"{""deger"": 19999.0, ""birim"": ""TRY""}",0.8,TL Cari Hesap+ Finansman 0-⟪19.999 TL⟫ 20.000-84.999 TL,,,
hayat_finans-8230fc99e9e5-p035,1,hayat_finans,FINANSMAN_TUTARI,84.999 TL,"{""deger"": 84999.0, ""birim"": ""TRY""}",0.8,TL Cari Hesap+ Finansman 0-19.999 TL 20.000-⟪84.999 TL⟫,,,
hayat_finans-8230fc99e9e5-p042,0,hayat_finans,KAR_PAYLASIM_ORANI,%99,"{""musteri"": 99.0, ""banka"": 1.0, ""birim"": ""yuzde""}",0.88,"⟪%99⟫ kâr paylaşım oranından faydalanır. Bu oran, sadece hoş geld",,,
hayat_finans-8230fc99e9e5-p049,0,hayat_finans,KAR_PAYLASIM_ORANI,%99,"{""musteri"": 99.0, ""banka"": 1.0, ""birim"": ""yuzde""}",0.88,Altın derecesi ile başlar ve ⟪%99⟫ kâr paylaşımı oranından yararlanır. Yani küçük birikimlerle,,,
hayat_finans-8230fc99e9e5-p052,0,hayat_finans,HARCAMA_ESIGI,85.000 TL,"{""deger"": 85000.0, ""birim"": ""TRY""}",0.8,yatırım fonu veya finansman risk tutarınızın toplamı en az ⟪85.000 TL⟫ olmalıdır.,,,
hayat_finans-8230fc99e9e5-p055,0,hayat_finans,HARCAMA_ESIGI,20.000 TL,"{""deger"": 20000.0, ""birim"": ""TRY""}",0.8,yatırım fonu veya finansman risk tutarınızın toplamı en az ⟪20.000 TL⟫ olmalıdır.,,,
hayat_finans-8230fc99e9e5-p058,0,hayat_finans,HARCAMA_ESIGI,50.000 TL,"{""deger"": 50000.0, ""birim"": ""TRY""}",0.8,"Hesap açılışı için minimum tutar ⟪50.000 TL⟫, maksimum tutar ise 2.000.000 TL’dir.",,,
hayat_finans-8230fc99e9e5-p058,1,hayat_finans,HARCAMA_ESIGI,2.000.000 TL,"{""deger"": 2000000.0, ""birim"": ""TRY""}",0.8,"ap açılışı için minimum tutar 50.000 TL, maksimum tutar ise ⟪2.000.000 TL⟫’dir.",,,
hayat_finans-8230fc99e9e5-p065,0,hayat_finans,KAR_PAYLASIM_ORANI,%99,"{""musteri"": 99.0, ""banka"": 1.0, ""birim"": ""yuzde""}",0.88,"Örneğin, 99 kâr paylaşım oranı, vade sonunda oluşan kârın ⟪%99⟫'unun müşteriye, %1'inin ise bankaya aktarılacağını ifade ed",,,
hayat_finans-8230fc99e9e5-p070,0,hayat_finans,ODUL_MIKTARI,50.000 TL,"{""deger"": 50000.0, ""birim"": ""TRY""}",0.83,"Evet, ⟪50.000 TL⟫ üzerinden kalmak kaydıyla para çekimi yapılabilir. Vade son",,,
hayat_finans-8230fc99e9e5-p071,0,hayat_finans,ODUL_MIKTARI,50.000 TL,"{""deger"": 50000.0, ""birim"": ""TRY""}",0.83,⟪50.000 TL⟫'nin altında kalacak şekilde para çekimi yapıldığında hesap,,,
hayat_finans-51c6a4fe122d-p013,0,hayat_finans,VADE_SURESI,1 ay,"{""deger"": 1, ""birim"": ""ay""}",0.85,"tılım hesaplarının özellikleri: • Belirli vadelerle açılır (⟪1 ay⟫, 3 ay, 6 ay, 1 yıl vb.)",,,
hayat_finans-51c6a4fe122d-p013,1,hayat_finans,VADE_SURESI,3 ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,"hesaplarının özellikleri: • Belirli vadelerle açılır (1 ay, ⟪3 ay⟫, 6 ay, 1 yıl vb.)",,,
hayat_finans-51c6a4fe122d-p013,2,hayat_finans,VADE_SURESI,6 ay,"{""deger"": 6, ""birim"": ""ay""}",0.85,"arının özellikleri: • Belirli vadelerle açılır (1 ay, 3 ay, ⟪6 ay⟫, 1 yıl vb.)",,,
hayat_finans-51c6a4fe122d-p013,3,hayat_finans,VADE_SURESI,1 yıl,"{""deger"": 12, ""birim"": ""ay""}",0.8,"özellikleri: • Belirli vadelerle açılır (1 ay, 3 ay, 6 ay, ⟪1 yıl⟫ vb.)",,,
hayat_finans-6a5e186a3a42-p002,0,hayat_finans,VADE_SURESI,3 ay,"{""deger"": 3, ""birim"": ""ay""}",0.85,"Özellikleri Katılma Hesabı'nızı 7 günden başlayan vadelerle ⟪3 ay⟫, 6 ay ve 12 ay vadeli olarak açabilirsiniz.",,,
hayat_finans-6a5e186a3a42-p002,1,hayat_finans,VADE_SURESI,6 ay,"{""deger"": 6, ""birim"": ""ay""}",0.85,"kleri Katılma Hesabı'nızı 7 günden başlayan vadelerle 3 ay, ⟪6 ay⟫ ve 12 ay vadeli olarak açabilirsiniz.",,,
hayat_finans-6a5e186a3a42-p002,2,hayat_finans,VADE_SURESI,12 ay,"{""deger"": 12, ""birim"": ""ay""}",0.85,"tılma Hesabı'nızı 7 günden başlayan vadelerle 3 ay, 6 ay ve ⟪12 ay⟫ vadeli olarak açabilirsiniz.",,,
hayat_finans-6a5e186a3a42-p003,0,hayat_finans,HARCAMA_ESIGI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.8,nda seçtiğiniz hesap türüne uygun olarak hesabınıza minimum ⟪1.000 TL⟫ ve 250 USD/EUR yatırmanız gerekir.,,,
hayat_finans-6a5e186a3a42-p010,0,hayat_finans,HARCAMA_ESIGI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.8,Aylık 1 Yıllık 1 Yıldan Uzun Asgari Hesap Açılış Bakiyesi: ⟪1.000 TL⟫*,,,
hayat_finans-6a5e186a3a42-p025,0,hayat_finans,HARCAMA_ESIGI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.8,Katılma Hesabı açılış alt limiti ⟪1.000 TL⟫ ve 250 USD/EUR'dir.,,,
hayat_finans-f855143a362d-p017,0,hayat_finans,MASRAF_DURUMU,ücretsiz,"{""metin"": ""ücretsiz""}",0.7,para çekme ve yatırma işlemlerinizi Hayat Finans kartınızla ⟪ücretsiz⟫ yapabilirsiniz.,,,
hayat_finans-82a21e2c26d9-p000,0,hayat_finans,HEDEF_KITLE,KOBİ’lerin,"{""metin"": ""kobi̇’lerin""}",0.85,"Ölçek Değil, Etki: ⟪KOBİ’lerin⟫ Ekonomideki Gerçek Gücü",,,
hayat_finans-82a21e2c26d9-p002,0,hayat_finans,HEDEF_KITLE,KOBİ’lerin,"{""metin"": ""kobi̇’lerin""}",0.85,"Ölçek Değil, Etki: ⟪KOBİ’lerin⟫ Ekonomideki Gerçek Gücü",,,
hayat_finans-82a21e2c26d9-p003,0,hayat_finans,HEDEF_KITLE,KOBİ,"{""metin"": ""kobi̇""}",0.85,estek veren Hayat Finans olarak coşkuyla kutladığımız Dünya ⟪KOBİ⟫ Günü bizlere KOBİ’lere nasıl baktığımızı yeniden düşünmek i,,,
hayat_finans-82a21e2c26d9-p003,1,hayat_finans,HEDEF_KITLE,KOBİ’lere,"{""metin"": ""kobi̇’lere""}",0.85,Finans olarak coşkuyla kutladığımız Dünya KOBİ Günü bizlere ⟪KOBİ’lere⟫ nasıl baktığımızı yeniden düşünmek için önemli bir fırsat s,,,
hayat_finans-82a21e2c26d9-p004,0,hayat_finans,HEDEF_KITLE,KOBİ’ler,"{""metin"": ""kobi̇’ler""}",0.85,⟪KOBİ’ler⟫ ölçekleriyle tanımlanıyor. Küçük ve orta büyüklükte işletme,,,
hayat_finans-82a21e2c26d9-p004,1,hayat_finans,HEDEF_KITLE,KOBİ’lerin,"{""metin"": ""kobi̇’lerin""}",0.85,"ta büyüklükte işletmeler diyoruz. Oysa bugünün ekonomisinde ⟪KOBİ’lerin⟫ asıl belirleyici özelliği ölçekleri değil hızları, esneklik",,,
hayat_finans-82a21e2c26d9-p005,0,hayat_finans,HEDEF_KITLE,KOBİ’ler,"{""metin"": ""kobi̇’ler""}",0.85,"⟪KOBİ’ler⟫, bir ülke ekonomisinin dağıtık üretim zekâsıdır. Yerel kalk",,,
hayat_finans-82a21e2c26d9-p005,1,hayat_finans,HEDEF_KITLE,KOBİ’lerin,"{""metin"": ""kobi̇’lerin""}",0.85,ururlar. Bir ekonominin ne kadar dayanıklı olduğunu da yine ⟪KOBİ’lerin⟫ gücü belirler.,,,
hayat_finans-82a21e2c26d9-p006,0,hayat_finans,HEDEF_KITLE,KOBİ’lerden,"{""metin"": ""kobi̇’lerden""}",0.85,Ekonominin ana gövdesi ⟪KOBİ’lerden⟫ oluşuyor,,,
hayat_finans-82a21e2c26d9-p007,0,hayat_finans,HEDEF_KITLE,KOBİ,"{""metin"": ""kobi̇""}",0.85,et sektörlerinde faaliyet gösteren 3 milyon 928 bin girişim ⟪KOBİ⟫ sınıfında yer alıyor. KOBİ’ler toplam girişim sayısının %99,,,
hayat_finans-82a21e2c26d9-p007,1,hayat_finans,HEDEF_KITLE,KOBİ’ler,"{""metin"": ""kobi̇’ler""}",0.85,"österen 3 milyon 928 bin girişim KOBİ sınıfında yer alıyor. ⟪KOBİ’ler⟫ toplam girişim sayısının %99,6’sını, istihdamın %68,5’ini v",,,
hayat_finans-82a21e2c26d9-p008,0,hayat_finans,HEDEF_KITLE,KOBİ’lerden,"{""metin"": ""kobi̇’lerden""}",0.85,". Başka bir ifadeyle, Türkiye ekonomisinin ana gövdesi ⟪KOBİ’lerden⟫ oluşuyor.",,,
hayat_finans-82a21e2c26d9-p010,0,hayat_finans,HEDEF_KITLE,KOBİ’lerin,"{""metin"": ""kobi̇’lerin""}",0.85,"yonlarca yeni işe ihtiyaç duyulacağı öngörülen bir dünyada, ⟪KOBİ’lerin⟫ gelişimi yalnızca bir ekonomik politika başlığı değil refah",,,
hayat_finans-82a21e2c26d9-p013,0,hayat_finans,HEDEF_KITLE,KOBİ’si,"{""metin"": ""kobi̇’si""}",0.85,"Bugünün ⟪KOBİ’si⟫ için zaman, sermaye kadar değerlidir. Bir teminat mektubunu",,,
hayat_finans-82a21e2c26d9-p014,0,hayat_finans,HEDEF_KITLE,KOBİ,"{""metin"": ""kobi̇""}",0.85,Bu nedenle ⟪KOBİ⟫ finansmanına bakışımızı da değiştirmemiz gerekiyor. Finansm,,,
hayat_finans-82a21e2c26d9-p019,0,hayat_finans,HEDEF_KITLE,KOBİ’nin,"{""metin"": ""kobi̇’nin""}",0.85,Dolayısıyla ⟪KOBİ’nin⟫ finansal gerçekliği de değişiyor. Bugünün işletmesi sadece,,,
hayat_finans-82a21e2c26d9-p019,1,hayat_finans,HEDEF_KITLE,KOBİ,"{""metin"": ""kobi̇""}",0.85,"işletmenin finansal sağlığına dair güçlü sinyaller taşıyor. ⟪KOBİ⟫ dostu bankacılık bu sinyalleri doğru okuyabilen, anlamlandı",,,
hayat_finans-82a21e2c26d9-p020,0,hayat_finans,HEDEF_KITLE,KOBİ’ye,"{""metin"": ""kobi̇’ye""}",0.85,“⟪KOBİ’ye⟫ Hayat” oluyoruz Hayat Finans olarak bizim tüzel bankacılığa,,,
hayat_finans-82a21e2c26d9-p020,1,hayat_finans,HEDEF_KITLE,KOBİ’ye,"{""metin"": ""kobi̇’ye""}",0.85,"üzel bankacılığa bakışımız tam da bu noktada şekilleniyor. “⟪KOBİ’ye⟫ Hayat” bakışıyla işletmelerin nakit akışından tahsilatına,",,,
hayat_finans-82a21e2c26d9-p022,0,hayat_finans,HEDEF_KITLE,KOBİ’ler,"{""metin"": ""kobi̇’ler""}",0.85,inansal kapsayıcılık açısından da büyük bir fırsat sunuyor. ⟪KOBİ’ler⟫ arasında finansmana erişimde en çok zorlanan gruplar genell,,,
hayat_finans-82a21e2c26d9-p023,0,hayat_finans,HEDEF_KITLE,KOBİ’ye,"{""metin"": ""kobi̇’ye""}",0.85,"ayıcı ve şeffaf yaklaşımla tüzel bankacılığı dönüştürüyor, “⟪KOBİ’ye⟫ Hayat” oluyoruz.",,,
hayat_finans-82a21e2c26d9-p024,0,hayat_finans,HEDEF_KITLE,KOBİ’ler,"{""metin"": ""kobi̇’ler""}",0.85,⟪KOBİ’ler⟫ için yeni bir eşik Bugün KOBİ’ler için yeni bir eşikteyiz.,,,
hayat_finans-82a21e2c26d9-p024,1,hayat_finans,HEDEF_KITLE,KOBİ’ler,"{""metin"": ""kobi̇’ler""}",0.85,"KOBİ’ler için yeni bir eşik Bugün ⟪KOBİ’ler⟫ için yeni bir eşikteyiz. Bir yanda yüksek rekabet, maliyet",,,
hayat_finans-82a21e2c26d9-p025,0,hayat_finans,HEDEF_KITLE,KOBİ’leri,"{""metin"": ""kobi̇’leri""}",0.85,"Bu hızlı değişim ⟪KOBİ’leri⟫ de “ölçek” değil, “etki” meselesi olarak görmemiz gereken y",,,
hayat_finans-82a21e2c26d9-p026,0,hayat_finans,HEDEF_KITLE,KOBİ’lerin,"{""metin"": ""kobi̇’lerin""}",0.85,Bu bilinçle Hayat Finans olarak ⟪KOBİ’lerin⟫ her adımlarında yanlarında yer almaya devam edeceğiz. 27 Ha,,,
hayat_finans-82a21e2c26d9-p026,1,hayat_finans,HEDEF_KITLE,KOBİ,"{""metin"": ""kobi̇""}",0.85,ında yanlarında yer almaya devam edeceğiz. 27 Haziran Dünya ⟪KOBİ⟫ Günü kutlu olsun!,,,
hayat_finans-82a21e2c26d9-p027,0,hayat_finans,HEDEF_KITLE,KOBİ'ye,"{""metin"": ""kobi̇'ye""}",0.85,⟪KOBİ'ye⟫ Hayat,,,
kuveyt_turk-9a4c822ace07-p019,0,kuveyt_turk,KAMPANYA_SURESI,09.07.2025,"{""tarih"": ""2025-07-09""}",0.82,⟪09.07.2025⟫ tarihinden itibaren açılan ve vadesi yenilenen hesaplar,,,
kuveyt_turk-1208d74801d9-p000,0,kuveyt_turk,ODUL_MIKTARI,250.000 TL,"{""deger"": 250000.0, ""birim"": ""TRY""}",0.83,rcamasına toplamda 1000 TL indirim kazanın! Ayrıca 50.000 – ⟪250.000 TL⟫ arasındaki ilk alışverişlerinizde 3 ay vade farksız taksitl,,,
kuveyt_turk-b0edd42b36f6-p004,0,kuveyt_turk,ALISVERIS_PUANI,60.000 Mil,"{""deger"": 60000.0, ""birim"": ""TRY""}",0.88,yapacağınız yurt dışı kargo harcamalarında yıl sonuna kadar ⟪60.000 Mil⟫ kazanma fırsatı sizi bekliyor!,,,
kuveyt_turk-b0edd42b36f6-p007,2,kuveyt_turk,ODUL_MIKTARI,2.000 TL,"{""deger"": 2000.0, ""birim"": ""TRY""}",0.83,"yapacağınız her 1.000 TL ve üzeri harcamanızda %5, toplamda ⟪2.000 TL⟫ indirim kazanın!",,,
kuveyt_turk-b0edd42b36f6-p013,1,kuveyt_turk,ODUL_MIKTARI,100 TL,"{""deger"": 100.0, ""birim"": ""TRY""}",0.83,"a kadar her ay 2.000 TL ve üzeri akaryakıt harcamalarınızda ⟪100 TL⟫, toplamda 600 TL Altın Puan kazanma fırsatı sizi bekliyor!",,,
kuveyt_turk-b0edd42b36f6-p013,2,kuveyt_turk,ODUL_MIKTARI,600 TL,"{""deger"": 600.0, ""birim"": ""TRY""}",0.83,"000 TL ve üzeri akaryakıt harcamalarınızda 100 TL, toplamda ⟪600 TL⟫ Altın Puan kazanma fırsatı sizi bekliyor!",,,
kuveyt_turk-b0edd42b36f6-p018,0,kuveyt_turk,ALISVERIS_PUANI,4.000 Mil,"{""deger"": 4000.0, ""birim"": ""TRY""}",0.88,Miles&Smiles Business Kart QR Ödeme ile Ekstra ⟪4.000 Mil⟫!,,,
kuveyt_turk-b0edd42b36f6-p020,1,kuveyt_turk,ALISVERIS_PUANI,4.000 Mil,"{""deger"": 4000.0, ""birim"": ""TRY""}",0.88,"her 5.000 TL ve üzeri harcamalarda %5 ekstra mil, toplamda ⟪4.000 Mil⟫ kazanın!",,,
kuveyt_turk-b0edd42b36f6-p022,0,kuveyt_turk,ALISVERIS_PUANI,2.000 Mil,"{""deger"": 2000.0, ""birim"": ""TRY""}",0.88,Akaryakıt Harcamalarınıza Her Ay Ekstra ⟪2.000 Mil⟫'e Varan Fırsat!,,,
kuveyt_turk-b0edd42b36f6-p023,1,kuveyt_turk,ALISVERIS_PUANI,2.000 Mil,"{""deger"": 2000.0, ""birim"": ""TRY""}",0.88,"000 TL ve üzeri akaryakıt harcamalarınızda ekstra %5, aylık ⟪2.000 Mil⟫’e varan kazanç sizi bekliyor!",,,
kuveyt_turk-b0edd42b36f6-p025,0,kuveyt_turk,ALISVERIS_PUANI,2.000 Mil,"{""deger"": 2000.0, ""birim"": ""TRY""}",0.88,E-Ticaret Harcamalarınıza Her Ay Ekstra ⟪2.000 Mil⟫'e Varan Fırsat!,,,
kuveyt_turk-b0edd42b36f6-p026,1,kuveyt_turk,ALISVERIS_PUANI,2.000 Mil,"{""deger"": 2000.0, ""birim"": ""TRY""}",0.88,"000 TL ve üzeri e-ticaret harcamalarınızda ekstra %5, aylık ⟪2.000 Mil⟫’e varan kazanç sizi bekliyor!",,,
kuveyt_turk-b5cb2ca0d03e-p005,2,kuveyt_turk,ODUL_MIKTARI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.83,"sit avantajından yararlanabilir, Halalbooking’e kaydolurken ⟪1.000 TL⟫ değerinde indirim kazanabilirsiniz.",,,
kuveyt_turk-2f4f3a7d6264-p005,0,kuveyt_turk,ODUL_MIKTARI,5.000 TL,"{""deger"": 5000.0, ""birim"": ""TRY""}",0.83,Kampanya kapsamında tek işlemde maksimum ⟪5.000 TL⟫ indirim kazanılabilir.,,,
kuveyt_turk-0751c2d90a2b-p004,0,kuveyt_turk,MASRAF_DURUMU,Ücretsiz,"{""metin"": ""ücretsiz""}",0.7,"çerisindeki Kart işlemleri – Dönem İçi İşlemler menüsünden ""⟪Ücretsiz⟫ Taksitlendir"" butonuyla vade farksız 2 ile 5 taksit arasınd",,,
kuveyt_turk-b6f9f5e72db2-p003,0,kuveyt_turk,MASRAF_DURUMU,Ücretsiz,"{""metin"": ""ücretsiz""}",0.7,"çerisindeki Kart işlemleri – Dönem İçi İşlemler menüsünden ""⟪Ücretsiz⟫ Taksitlendir"" butonuyla vade farksız 2 ile 5 taksit arasınd",,,
kuveyt_turk-bcd8184de720-p000,2,kuveyt_turk,ODUL_MIKTARI,200 TL,"{""deger"": 200.0, ""birim"": ""TRY""}",0.83,"tek seferde yapacağınız 1.000 TL ve üzeri alışverişlerinize ⟪200 TL⟫, toplamda 3.000 TL'ye varan indirim kazanabilirsiniz.",,,
kuveyt_turk-bcd8184de720-p000,3,kuveyt_turk,ODUL_MIKTARI,3.000 TL'ye varan,"{""deger"": 3000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.83,"ağınız 1.000 TL ve üzeri alışverişlerinize 200 TL, toplamda ⟪3.000 TL'ye varan⟫ indirim kazanabilirsiniz.",,,
kuveyt_turk-bcd8184de720-p001,2,kuveyt_turk,ODUL_MIKTARI,200 TL,"{""deger"": 200.0, ""birim"": ""TRY""}",0.83,"tek seferde yapacağınız 1.000 TL ve üzeri alışverişlerinize ⟪200 TL⟫, toplamda 3.000 TL'ye varan indirim kazanabilirsiniz.",,,
kuveyt_turk-bcd8184de720-p001,3,kuveyt_turk,ODUL_MIKTARI,3.000 TL'ye varan,"{""deger"": 3000.0, ""birim"": ""TRY"", ""sinir"": ""ust""}",0.83,"ağınız 1.000 TL ve üzeri alışverişlerinize 200 TL, toplamda ⟪3.000 TL'ye varan⟫ indirim kazanabilirsiniz.",,,
kuveyt_turk-bcd8184de720-p007,0,kuveyt_turk,ODUL_MIKTARI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.83,"Ayda en fazla ⟪1.000 TL⟫, kampanya boyunca toplam 3.000 TL indirim kazanılır.",,,
kuveyt_turk-bcd8184de720-p007,1,kuveyt_turk,ODUL_MIKTARI,3.000 TL,"{""deger"": 3000.0, ""birim"": ""TRY""}",0.83,"Ayda en fazla 1.000 TL, kampanya boyunca toplam ⟪3.000 TL⟫ indirim kazanılır.",,,
kuveyt_turk-f7ad3ea3b31a-p000,0,kuveyt_turk,KAMPANYA_SURESI,01.06.2026,"{""tarih"": ""2026-06-01""}",0.82,Kampanya Koşulları Kampanya kapsamında ⟪01.06.2026⟫ ile 31.08.2026 tarihleri arasında Borsa İstanbul pay senedi,,,
kuveyt_turk-f7ad3ea3b31a-p000,1,kuveyt_turk,KAMPANYA_SURESI,31.08.2026,"{""tarih"": ""2026-08-31""}",0.82,Kampanya Koşulları Kampanya kapsamında 01.06.2026 ile ⟪31.08.2026⟫ tarihleri arasında Borsa İstanbul pay senedi işlemlerine yö,,,
kuveyt_turk-f7ad3ea3b31a-p000,3,kuveyt_turk,HARCAMA_ESIGI,1.000.000 TL,"{""deger"": 1000000.0, ""birim"": ""TRY""}",0.8,terisi olanlardan; kampanya katılım formunu doldurup asgari ⟪1.000.000 TL⟫ tutarında pay senedi işlem hacmi (alım-satım) gerçekleştire,,,
kuveyt_turk-f7ad3ea3b31a-p002,0,kuveyt_turk,ALISVERIS_PUANI,10.000 Mil,"{""deger"": 10000.0, ""birim"": ""TRY""}",0.88,⟪10.000 Mil⟫ tanımlanmak suretiyle hediye edilecektir.,,,
kuveyt_turk-f7ad3ea3b31a-p004,0,kuveyt_turk,KAMPANYA_SURESI,31.08.2026,"{""tarih"": ""2026-08-31""}",0.82,ürününe en geç ⟪31.08.2026⟫ tarihi itibarıyla sahip olmaları gerekmektedir.,,,
kuveyt_turk-aef9b19c905f-p000,0,kuveyt_turk,HEDEF_KITLE,KOBİ’lere,"{""metin"": ""kobi̇’lere""}",0.85,"Araç Finansmanı Onaylanan ⟪KOBİ’lere⟫ HGS Kampanyası ile yeni araç almayı düşünen, araç finansman",,,
kuveyt_turk-aef9b19c905f-p000,1,kuveyt_turk,HEDEF_KITLE,KOBİ,"{""metin"": ""kobi̇""}",0.85,hazırda aracı olup yenileme/daha üst modele geçmeyi düşünen ⟪KOBİ⟫ müşterilerimize araç finansmanları onaylanması durumunda üc,,,
kuveyt_turk-aef9b19c905f-p001,0,kuveyt_turk,HEDEF_KITLE,KOBİ,"{""metin"": ""kobi̇""}",0.85,"Kampanya Detayları Kampanya, ⟪KOBİ⟫ müşterilerimizin araç finansmanı onaylanması durumunda geçe",,,
kuveyt_turk-aef9b19c905f-p002,0,kuveyt_turk,KAMPANYA_SURESI,17.07.2026,"{""tarih"": ""2026-07-17""}",0.82,"Kampanya, ⟪17.07.2026⟫ tarihinden sonra araç finansmanı onaylanan",,,
kuveyt_turk-aef9b19c905f-p003,0,kuveyt_turk,HEDEF_KITLE,KOBİ,"{""metin"": ""kobi̇""}",0.85,⟪KOBİ⟫ müşterilerimiz için geçerlidir. Müşterilerimiz ücretsiz HGS,,,
kuveyt_turk-aef9b19c905f-p007,0,kuveyt_turk,HEDEF_KITLE,KOBİ,"{""metin"": ""kobi̇""}",0.85,⟪KOBİ⟫ müşterilerimize özeldir. Kampanya tarihine kadar geçerlidir,,,
kuveyt_turk-24f507c051df-p000,2,kuveyt_turk,ODUL_MIKTARI,1.000 TL,"{""deger"": 1000.0, ""birim"": ""TRY""}",0.83,"sit avantajından yararlanabilir, Halalbooking’e kaydolurken ⟪1.000 TL⟫ değerinde indirim kazanabilirsiniz.",,,
kuveyt_turk-fb41ef94c583-p003,0,kuveyt_turk,MASRAF_DURUMU,Ücretsiz,"{""metin"": ""ücretsiz""}",0.7,"çerisindeki Kart işlemleri – Dönem İçi İşlemler menüsünden ""⟪Ücretsiz⟫ Taksitlendir"" butonuyla vade farksız 2 ile 5 taksit arasınd",,,
kuveyt_turk-674da0b75ca1-p000,0,kuveyt_turk,ALISVERIS_PUANI,10.000 Mil,"{""deger"": 10000.0, ""birim"": ""TRY""}",0.88,"mile dönüşüyor. Harcamalarınızdan her ay %10, ayda maksimum ⟪10.000 Mil⟫ kazanarak yıl sonuna kadar 60.000 Mil kazanma fırsatını yak",,,
kuveyt_turk-674da0b75ca1-p000,1,kuveyt_turk,ALISVERIS_PUANI,60.000 Mil,"{""deger"": 60000.0, ""birim"": ""TRY""}",0.88,"ay %10, ayda maksimum 10.000 Mil kazanarak yıl sonuna kadar ⟪60.000 Mil⟫ kazanma fırsatını yakalayabilirsiniz. Üstelik ilk defa Navl",,,
kuveyt_turk-674da0b75ca1-p009,0,kuveyt_turk,ODUL_MIKTARI,1.200 TL,"{""deger"": 1200.0, ""birim"": ""TRY""}",0.83,Ödül Miktarı 1.İşlem ⟪1.200 TL⟫ 120 Mil 2.İşlem,,,
kuveyt_turk-674da0b75ca1-p009,1,kuveyt_turk,ALISVERIS_PUANI,120 Mil,"{""deger"": 120.0, ""birim"": ""TRY""}",0.88,Ödül Miktarı 1.İşlem 1.200 TL ⟪120 Mil⟫ 2.İşlem,,,
kuveyt_turk-674da0b75ca1-p010,0,kuveyt_turk,ALISVERIS_PUANI,680 Mil,"{""deger"": 680.0, ""birim"": ""TRY""}",0.88,6.800 TL ⟪680 Mil⟫ 3.İşlem 34.000 TL 3400 Mil,,,
kuveyt_turk-a1936b77f5a3-p001,0,kuveyt_turk,HEDEF_KITLE,KOBİ'lere,"{""metin"": ""kobi̇'lere""}",0.85,tıklayınız. Kampanya Detayları ⟪KOBİ'lere⟫ özel Proemtia Sağlam Bayi Kart ile,,,
